CustomerID,TotalOrders,TotalSpend,AvgOrderValue,StdOrderValue,TotalQuantity,AvgQuantity,UniqueProducts,FirstPurchase,LastPurchase,Country,CustomerTenure,AvgDaysBetweenOrders,IsUK,Recency,Frequency,Monetary,Segment,IsHighValue
12739,2,1013.04,26.658947368421053,30.687671244810797,486,12.789473684210526,38,2011-09-01 17:45:00,2011-09-22 13:00:00,United Arab Emirates,20,10.0,0,78,2,1013.04,💼 Loyal Regulars,0
12740,1,427.6,15.837037037037037,6.322009670018408,342,12.666666666666666,27,2011-10-07 10:44:00,2011-10-07 10:44:00,France,0,0.0,0,64,1,427.6,💼 Loyal Regulars,0
12743,2,546.43,4.077835820895522,3.5502384462841547,319,2.3805970149253732,114,2011-07-28 16:06:00,2011-07-28 16:21:00,Unspecified,0,0.0,0,134,2,546.43,💼 Loyal Regulars,0
12744,7,21279.29,95.85265765765766,369.85623612261463,5241,23.60810810810811,178,2011-01-25 13:26:00,2011-10-19 11:18:00,Singapore,266,38.0,0,52,7,21279.29,🏆 VIP Champions,1
12747,11,4196.01,40.737961165048546,46.595948034709835,1275,12.37864077669903,42,2010-12-05 15:38:00,2011-12-07 14:34:00,United Kingdom,366,33.27272727272727,1,2,11,4196.01,🏆 VIP Champions,1
12748,209,33719.73,7.338352557127313,21.78654059343414,25747,5.603264417845484,1768,2010-12-01 12:48:00,2011-12-09 12:20:00,United Kingdom,372,1.7799043062200957,1,1,209,33719.73,🏆 VIP Champions,1
12749,5,4090.88,20.55718592964824,11.160059878220078,1471,7.391959798994975,160,2011-05-10 15:25:00,2011-12-06 09:56:00,United Kingdom,209,41.8,1,4,5,4090.88,💼 Loyal Regulars,1
12750,1,275.88,18.392,7.752775724124324,137,9.133333333333333,15,2011-08-03 09:13:00,2011-08-03 09:13:00,Poland,0,0.0,0,129,1,275.88,💼 Loyal Regulars,0
12752,1,4366.78,82.3920754716981,73.19723033217778,2262,42.679245283018865,53,2011-09-19 13:32:00,2011-09-19 13:32:00,Norway,0,0.0,0,81,1,4366.78,💼 Loyal Regulars,1
12753,6,21429.39,108.77862944162436,72.44463078264968,11421,57.974619289340104,132,2010-12-12 11:44:00,2011-11-17 10:52:00,Japan,339,56.5,0,23,6,21429.39,🏆 VIP Champions,1
12754,3,3010.74,47.78952380952381,95.04691831946813,6481,102.87301587301587,49,2011-02-04 10:31:00,2011-04-18 09:00:00,Japan,72,24.0,0,236,3,3010.74,💼 Loyal Regulars,1
12755,2,3811.95,952.9875,1894.278031940313,1491,372.75,4,2010-12-09 10:44:00,2011-03-04 12:42:00,Japan,85,42.5,0,281,2,3811.95,🆕 New Customers,1
12756,1,112.07999999999998,28.019999999999996,22.64865558923973,144,36.0,4,2011-09-14 09:31:00,2011-09-14 09:31:00,Japan,0,0.0,0,87,1,112.07999999999998,💼 Loyal Regulars,0
12757,13,7857.1,21.178167115902966,99.47834214858756,2402,6.474393530997305,237,2011-05-12 19:01:00,2011-11-24 12:30:00,Portugal,195,15.0,0,16,13,7857.1,🏆 VIP Champions,1
12758,2,2791.59,28.779278350515465,17.02908848653182,2135,22.010309278350515,84,2011-03-08 12:05:00,2011-08-15 10:22:00,Portugal,159,79.5,0,117,2,2791.59,💼 Loyal Regulars,1
12759,3,1531.44,16.12042105263158,7.374191757484193,902,9.494736842105263,81,2011-03-09 08:09:00,2011-10-18 14:49:00,Netherlands,223,74.33333333333333,0,52,3,1531.44,💼 Loyal Regulars,0
12762,2,1898.52,27.51478260869565,27.00914614199592,1227,17.782608695652176,62,2011-11-14 14:23:00,2011-12-02 10:23:00,Portugal,17,8.5,0,8,2,1898.52,💼 Loyal Regulars,1
12763,2,494.08,27.448888888888888,26.31112421612463,316,17.555555555555557,16,2010-12-05 15:46:00,2011-07-24 14:12:00,Japan,230,115.0,0,138,2,494.08,💼 Loyal Regulars,0
12764,1,1693.88,37.64177777777778,29.117840071063654,386,8.577777777777778,45,2011-01-27 10:19:00,2011-01-27 10:19:00,Lebanon,0,0.0,0,317,1,1693.88,🆕 New Customers,1
12766,7,6989.63,22.547193548387096,17.537146802952524,3646,11.761290322580646,205,2010-12-08 13:53:00,2011-12-06 08:46:00,Portugal,362,51.714285714285715,0,4,7,6989.63,🏆 VIP Champions,1
12769,1,1143.6,35.7375,32.8962824647406,356,11.125,32,2011-04-15 10:25:00,2011-04-15 10:25:00,Brazil,0,0.0,0,239,1,1143.6,🆕 New Customers,0
12770,1,1351.45,112.62083333333334,71.95736243313351,743,61.916666666666664,12,2011-05-13 09:33:00,2011-05-13 09:33:00,Japan,0,0.0,0,211,1,1351.45,🆕 New Customers,0
12772,1,892.47,16.226727272727274,18.005438895835056,556,10.10909090909091,55,2011-10-11 09:19:00,2011-10-11 09:19:00,Portugal,0,0.0,0,60,1,892.47,💼 Loyal Regulars,0
12775,5,1386.04,21.00060606060606,10.730962087312923,877,13.287878787878787,47,2011-02-01 13:45:00,2011-11-22 16:33:00,Netherlands,294,58.8,0,17,5,1386.04,💼 Loyal Regulars,0
12778,6,822.23,16.4446,9.273260706054208,825,16.5,40,2011-01-31 14:35:00,2011-11-20 11:30:00,Netherlands,292,48.666666666666664,0,20,6,822.23,💼 Loyal Regulars,0
12779,8,3981.36,26.72053691275168,16.394010021182787,2024,13.583892617449665,88,2010-12-03 13:40:00,2011-11-02 11:43:00,Poland,333,41.625,0,38,8,3981.36,🏆 VIP Champions,1
12781,2,826.74,33.0696,15.677647697704316,671,26.84,25,2011-02-28 08:43:00,2011-10-07 10:37:00,Czech Republic,221,110.5,0,64,2,826.74,💼 Loyal Regulars,0
12782,5,2330.92,22.630291262135923,17.958129376375716,1086,10.54368932038835,81,2010-12-17 11:30:00,2011-12-05 09:16:00,Portugal,352,70.4,0,5,5,2330.92,💼 Loyal Regulars,1
12783,6,2225.91,26.49892857142857,47.779489752475214,624,7.428571428571429,76,2011-09-25 15:35:00,2011-12-07 15:56:00,Portugal,73,12.166666666666666,0,2,6,2225.91,💼 Loyal Regulars,1
12784,2,574.42,9.73593220338983,10.079444107318903,300,5.084745762711864,54,2011-11-24 12:53:00,2011-11-30 15:38:00,Portugal,6,3.0,0,9,2,574.42,💼 Loyal Regulars,0
12785,1,311.95,22.282142857142855,11.81904602330911,131,9.357142857142858,14,2010-12-10 13:48:00,2010-12-10 13:48:00,Portugal,0,0.0,0,364,1,311.95,🆕 New Customers,0
12787,3,463.66,23.183,13.110849304056705,261,13.05,17,2011-05-31 09:36:00,2011-11-30 08:44:00,Netherlands,182,60.666666666666664,0,10,3,463.66,💼 Loyal Regulars,0
12789,1,91.85,22.9625,11.506547049397575,4,1.0,4,2011-10-05 13:34:00,2011-10-05 13:34:00,Netherlands,0,0.0,0,65,1,91.85,💼 Loyal Regulars,0
12790,1,324.92,15.472380952380954,8.612819459829577,166,7.904761904761905,21,2011-05-31 14:14:00,2011-05-31 14:14:00,Netherlands,0,0.0,0,192,1,324.92,🆕 New Customers,0
12791,1,192.60000000000002,96.30000000000001,114.97556262093264,97,48.5,2,2010-12-01 11:27:00,2010-12-01 11:27:00,Netherlands,0,0.0,0,374,1,192.60000000000002,🆕 New Customers,0
12792,1,400.53999999999996,16.0216,9.03351384198493,217,8.68,25,2011-03-28 11:36:00,2011-03-28 11:36:00,Portugal,0,0.0,0,257,1,400.53999999999996,🆕 New Customers,0
12793,2,545.48,22.728333333333335,14.02010688623483,295,12.291666666666666,21,2010-12-03 15:14:00,2011-01-09 12:12:00,Portugal,36,18.0,0,335,2,545.48,🆕 New Customers,0
12794,2,860.41,19.12022222222222,10.090821997531156,592,13.155555555555555,43,2011-09-02 12:01:00,2011-10-17 14:54:00,Portugal,45,22.5,0,53,2,860.41,💼 Loyal Regulars,0
12795,1,430.48,30.74857142857143,26.537868982077107,68,4.857142857142857,14,2011-11-21 10:27:00,2011-11-21 10:27:00,Portugal,0,0.0,0,19,1,430.48,💼 Loyal Regulars,0
12797,1,254.03,19.540769230769232,8.312727652560323,118,9.076923076923077,13,2010-12-09 10:55:00,2010-12-09 10:55:00,Portugal,0,0.0,0,366,1,254.03,🆕 New Customers,0
12798,3,6977.04,872.13,1240.4974824641927,5256,657.0,6,2011-06-22 10:11:00,2011-11-29 15:52:00,Japan,160,53.333333333333336,0,10,3,6977.04,💼 Loyal Regulars,1
12802,1,427.58,17.1032,8.190750230188524,314,12.56,25,2011-06-06 09:36:00,2011-06-06 09:36:00,Netherlands,0,0.0,0,187,1,427.58,🆕 New Customers,0
12808,3,483.65000000000003,17.273214285714285,3.5487995399294077,188,6.714285714285714,27,2010-12-06 10:27:00,2011-11-03 10:05:00,Portugal,331,110.33333333333333,0,37,3,483.65000000000003,💼 Loyal Regulars,0
12809,1,489.31,19.572400000000002,14.570298349725032,220,8.8,25,2011-06-15 10:51:00,2011-06-15 10:51:00,Portugal,0,0.0,0,178,1,489.31,🆕 New Customers,0
12811,3,514.85,16.608064516129033,5.687414420956057,230,7.419354838709677,27,2011-02-28 15:39:00,2011-03-24 09:42:00,Portugal,23,7.666666666666667,0,261,3,514.85,🆕 New Customers,0
12812,1,229.64000000000001,15.309333333333335,5.879105212125234,164,10.933333333333334,15,2011-10-26 09:54:00,2011-10-26 09:54:00,Japan,0,0.0,0,45,1,229.64000000000001,💼 Loyal Regulars,0
12814,1,125.92,62.96,32.470343392086264,49,24.5,2,2011-08-30 12:11:00,2011-08-30 12:11:00,Poland,0,0.0,0,102,1,125.92,💼 Loyal Regulars,0
12815,2,1063.46,22.6268085106383,18.546249955693373,379,8.063829787234043,38,2011-05-25 13:34:00,2011-07-15 10:21:00,Poland,50,25.0,0,148,2,1063.46,💼 Loyal Regulars,0
12816,2,572.2,19.731034482758623,13.632566141629802,128,4.413793103448276,27,2011-06-16 13:24:00,2011-09-05 12:41:00,Poland,80,40.0,0,96,2,572.2,💼 Loyal Regulars,0
12817,1,166.04,41.51,13.358657617190936,53,13.25,4,2011-03-03 16:28:00,2011-03-03 16:28:00,Austria,0,0.0,0,281,1,166.04,🆕 New Customers,0
12818,1,1542.08,110.14857142857143,118.99735400142585,929,66.35714285714286,14,2011-03-23 12:06:00,2011-03-23 12:06:00,Austria,0,0.0,0,262,1,1542.08,🆕 New Customers,0
12820,4,942.34,15.97186440677966,5.279517831490073,722,12.23728813559322,55,2011-01-17 12:34:00,2011-12-06 15:12:00,United Kingdom,323,80.75,1,3,4,942.34,💼 Loyal Regulars,0
12821,1,92.72,15.453333333333333,4.392114145450533,70,11.666666666666666,6,2011-05-09 15:51:00,2011-05-09 15:51:00,United Kingdom,0,0.0,1,214,1,92.72,🆕 New Customers,0
12822,2,948.88,20.62782608695652,14.571163594662423,550,11.956521739130435,41,2011-09-13 13:46:00,2011-09-30 10:04:00,United Kingdom,16,8.0,1,71,2,948.88,💼 Loyal Regulars,0
12823,5,1759.5,351.9,138.96915125307487,230,46.0,1,2011-02-16 12:15:00,2011-09-26 07:35:00,United Kingdom,221,44.2,1,75,5,1759.5,💼 Loyal Regulars,1
12824,1,397.12,15.8848,8.947605415230752,232,9.28,25,2011-10-11 12:49:00,2011-10-11 12:49:00,United Kingdom,0,0.0,1,60,1,397.12,💼 Loyal Regulars,0
12826,7,1474.72,16.205714285714286,5.609080761062992,1058,11.626373626373626,58,2010-12-09 15:21:00,2011-12-07 10:25:00,United Kingdom,362,51.714285714285715,1,3,7,1474.72,💼 Loyal Regulars,0
12827,3,430.15000000000003,17.206000000000003,8.320543852417343,197,7.88,19,2011-10-26 15:44:00,2011-12-04 12:17:00,United Kingdom,38,12.666666666666666,1,6,3,430.15000000000003,💼 Loyal Regulars,0
12828,6,1018.71,18.19125,9.187188522858637,494,8.821428571428571,46,2011-08-01 16:16:00,2011-12-07 08:45:00,United Kingdom,127,21.166666666666668,1,3,6,1018.71,💼 Loyal Regulars,0
12829,2,293.0,26.636363636363637,21.020824090756893,376,34.18181818181818,9,2010-12-14 14:54:00,2011-01-07 11:13:00,United Kingdom,23,11.5,1,337,2,293.0,🆕 New Customers,0
12830,6,6814.64,179.33263157894737,134.07934370776073,9848,259.1578947368421,13,2011-06-21 10:53:00,2011-11-02 11:54:00,United Kingdom,134,22.333333333333332,1,38,6,6814.64,🏆 VIP Champions,1
12831,1,215.05,23.894444444444446,9.833629939029523,135,15.0,9,2011-03-22 13:02:00,2011-03-22 13:02:00,United Kingdom,0,0.0,1,262,1,215.05,🆕 New Customers,0
12832,2,383.03,14.186296296296295,3.502531115711068,195,7.222222222222222,27,2011-09-02 13:48:00,2011-11-07 13:30:00,United Kingdom,65,32.5,1,32,2,383.03,💼 Loyal Regulars,0
12833,1,417.38,17.390833333333333,5.030143845005755,156,6.5,24,2011-07-17 13:46:00,2011-07-17 13:46:00,United Kingdom,0,0.0,1,145,1,417.38,💼 Loyal Regulars,0
12834,1,312.38,17.354444444444443,4.183209044321924,110,6.111111111111111,18,2011-03-02 09:49:00,2011-03-02 09:49:00,United Kingdom,0,0.0,1,283,1,312.38,🆕 New Customers,0
12836,4,2612.86,14.930628571428572,12.9772913133871,1064,6.08,148,2011-02-01 11:19:00,2011-10-11 15:10:00,United Kingdom,252,63.0,1,59,4,2612.86,💼 Loyal Regulars,1
12837,1,134.1,11.174999999999999,6.875995795651578,24,2.0,12,2011-06-19 16:07:00,2011-06-19 16:07:00,United Kingdom,0,0.0,1,173,1,134.1,🆕 New Customers,0
12838,2,683.13,5.55390243902439,5.61818412326108,359,2.9186991869918697,115,2010-12-01 11:57:00,2011-11-06 12:20:00,United Kingdom,340,170.0,1,34,2,683.13,💼 Loyal Regulars,0
12839,14,5591.42,17.80707006369427,8.728569905895478,3807,12.124203821656051,95,2010-12-07 15:48:00,2011-12-07 12:33:00,United Kingdom,364,26.0,1,3,14,5591.42,🏆 VIP Champions,1
12840,4,2726.77,24.13070796460177,10.537611270113604,1511,13.371681415929203,67,2011-04-27 12:21:00,2011-07-19 09:29:00,United Kingdom,82,20.5,1,144,4,2726.77,💼 Loyal Regulars,1
12841,25,4022.35,9.577023809523808,10.220292671474786,2757,6.564285714285714,229,2010-12-03 10:43:00,2011-12-05 11:13:00,United Kingdom,367,14.68,1,5,25,4022.35,🏆 VIP Champions,1
12842,2,1118.99,32.9114705882353,30.52241065704494,547,16.08823529411765,34,2011-02-04 12:36:00,2011-09-30 15:33:00,United Kingdom,238,119.0,1,70,2,1118.99,💼 Loyal Regulars,0
12843,8,1702.26,16.526796116504855,12.3585156172554,781,7.58252427184466,69,2011-03-20 14:38:00,2011-10-05 12:09:00,United Kingdom,198,24.75,1,66,8,1702.26,💼 Loyal Regulars,1
12844,2,325.96000000000004,6.268461538461539,5.307772098117113,125,2.4038461538461537,47,2011-08-01 13:11:00,2011-11-10 13:31:00,United Kingdom,101,50.5,1,29,2,325.96000000000004,💼 Loyal Regulars,0
12845,4,354.09,13.114444444444443,41.46181119029277,204,7.555555555555555,26,2011-02-22 14:10:00,2011-03-17 13:34:00,United Kingdom,22,5.5,1,267,4,354.09,🆕 New Customers,0
12847,1,871.54,9.577362637362636,11.96214258355313,909,9.989010989010989,72,2011-11-17 13:16:00,2011-11-17 13:16:00,United Kingdom,0,0.0,1,22,1,871.54,💼 Loyal Regulars,0
12849,2,1050.8899999999999,20.6056862745098,20.350341643805585,623,12.215686274509803,47,2011-03-16 12:26:00,2011-11-08 13:41:00,United Kingdom,237,118.5,1,31,2,1050.8899999999999,💼 Loyal Regulars,0
12851,1,135.18,2.7036000000000002,2.812619347127644,109,2.18,43,2011-09-04 12:41:00,2011-09-04 12:41:00,United Kingdom,0,0.0,1,97,1,135.18,💼 Loyal Regulars,0
12852,1,311.55,18.326470588235296,5.111357379865535,149,8.764705882352942,17,2011-02-18 08:47:00,2011-02-18 08:47:00,United Kingdom,0,0.0,1,295,1,311.55,🆕 New Customers,0
12853,6,1957.1000000000001,25.09102564102564,16.09245839255821,800,10.256410256410257,66,2011-01-28 10:28:00,2011-07-28 11:29:00,United Kingdom,181,30.166666666666668,1,135,6,1957.1000000000001,💼 Loyal Regulars,1
12854,3,1324.5,12.040909090909091,15.03975011659573,627,5.7,95,2011-01-25 13:35:00,2011-09-22 12:15:00,United Kingdom,239,79.66666666666667,1,79,3,1324.5,💼 Loyal Regulars,0
12855,1,38.1,12.700000000000001,4.330127018922195,30,10.0,3,2010-12-02 09:37:00,2010-12-02 09:37:00,United Kingdom,0,0.0,1,373,1,38.1,🆕 New Customers,0
12856,6,2179.93,6.942452229299363,6.41855228662797,1079,3.4363057324840764,155,2011-10-07 12:38:00,2011-12-02 10:52:00,United Kingdom,55,9.166666666666666,1,8,6,2179.93,💼 Loyal Regulars,1
12857,2,1106.4,24.05217391304348,11.809233470851616,343,7.456521739130435,37,2011-02-10 12:32:00,2011-05-13 10:20:00,United Kingdom,91,45.5,1,211,2,1106.4,🆕 New Customers,0
12863,1,521.2,104.24000000000001,133.6212108910857,188,37.6,5,2011-10-18 14:15:00,2011-10-18 14:15:00,United Kingdom,0,0.0,1,52,1,521.2,💼 Loyal Regulars,0
12864,1,147.12,49.04,61.143542586278066,216,72.0,3,2011-07-24 13:03:00,2011-07-24 13:03:00,United Kingdom,0,0.0,1,138,1,147.12,💼 Loyal Regulars,0
12865,2,1568.23,16.507684210526318,7.028926169103318,925,9.736842105263158,86,2011-08-08 10:11:00,2011-11-13 14:31:00,Austria,97,48.5,0,26,2,1568.23,💼 Loyal Regulars,0
12866,1,559.12,21.504615384615384,12.81863463268042,171,6.576923076923077,26,2011-03-01 14:11:00,2011-03-01 14:11:00,Belgium,0,0.0,0,283,1,559.12,🆕 New Customers,0
12867,7,4036.82,7.503382899628253,7.130345966350859,4298,7.988847583643123,240,2010-12-14 16:39:00,2011-11-13 15:30:00,United Kingdom,333,47.57142857142857,1,26,7,4036.82,🏆 VIP Champions,1
12868,6,1607.0600000000002,15.0192523364486,5.904255373135322,928,8.672897196261681,72,2010-12-01 12:50:00,2011-06-07 10:42:00,United Kingdom,187,31.166666666666668,1,186,6,1607.0600000000002,💼 Loyal Regulars,0
12871,2,380.64,34.60363636363636,47.24727870951453,200,18.181818181818183,8,2011-05-16 13:32:00,2011-09-16 15:07:00,United Kingdom,123,61.5,1,84,2,380.64,💼 Loyal Regulars,0
12872,2,599.97,9.090454545454547,8.675186973257638,319,4.833333333333333,58,2010-12-09 14:44:00,2011-01-17 10:52:00,United Kingdom,38,19.0,1,327,2,599.97,🆕 New Customers,0
12873,1,374.0,93.5,17.0,128,32.0,4,2011-03-02 14:58:00,2011-03-02 14:58:00,United Kingdom,0,0.0,1,282,1,374.0,🆕 New Customers,0
12875,2,343.2300000000001,171.61500000000004,172.73911557606172,2019,1009.5,1,2010-12-12 12:03:00,2011-07-19 15:30:00,United Kingdom,219,109.5,1,143,2,343.2300000000001,💼 Loyal Regulars,0
12876,2,2218.02,26.09435294117647,20.992060032254077,1941,22.83529411764706,67,2011-05-27 13:34:00,2011-10-13 12:26:00,Belgium,138,69.0,0,58,2,2218.02,💼 Loyal Regulars,1
12877,12,1535.77,9.972532467532467,12.410395419152579,1178,7.64935064935065,100,2010-12-16 12:23:00,2011-12-06 10:30:00,United Kingdom,354,29.5,1,4,12,1535.77,🏆 VIP Champions,0
12878,2,854.99,18.191276595744682,6.617481662404997,547,11.638297872340425,38,2011-03-18 14:02:00,2011-04-17 13:07:00,United Kingdom,29,14.5,1,236,2,854.99,🆕 New Customers,0
12879,3,573.22,57.322,56.14766519336905,370,37.0,7,2011-09-09 12:11:00,2011-10-26 12:24:00,United Kingdom,47,15.666666666666666,1,45,3,573.22,💼 Loyal Regulars,0
12881,1,298.0,42.57142857142857,67.25485643643673,21,3.0,7,2011-03-09 11:44:00,2011-03-09 11:44:00,United Kingdom,0,0.0,1,276,1,298.0,🆕 New Customers,0
12882,2,1463.04,112.54153846153847,61.75429078832685,246,18.923076923076923,12,2011-11-06 11:22:00,2011-11-30 16:18:00,United Kingdom,24,12.0,1,9,2,1463.04,💼 Loyal Regulars,0
12883,4,703.47,16.749285714285715,4.118723098868968,196,4.666666666666667,39,2011-09-11 15:18:00,2011-11-15 09:32:00,United Kingdom,64,16.0,1,25,4,703.47,💼 Loyal Regulars,0
12884,1,309.05,44.15,55.695937912921444,43,6.142857142857143,7,2011-09-12 13:10:00,2011-09-12 13:10:00,United Kingdom,0,0.0,1,88,1,309.05,💼 Loyal Regulars,0
12885,3,1175.22,16.552394366197184,6.173301609069431,655,9.225352112676056,66,2011-08-08 11:45:00,2011-10-07 13:40:00,United Kingdom,60,20.0,1,63,3,1175.22,💼 Loyal Regulars,0
12886,2,1378.4,16.809756097560978,5.871800778655694,770,9.390243902439025,75,2011-05-04 11:21:00,2011-10-03 10:09:00,United Kingdom,151,75.5,1,68,2,1378.4,💼 Loyal Regulars,0
12888,2,354.12,70.824,30.414159202581946,76,15.2,4,2011-03-29 14:31:00,2011-05-09 16:02:00,United Kingdom,41,20.5,1,214,2,354.12,🆕 New Customers,0
12890,1,380.46999999999997,4.639878048780488,6.679220678629595,259,3.158536585365854,78,2011-11-15 17:26:00,2011-11-15 17:26:00,United Kingdom,0,0.0,1,24,1,380.46999999999997,💼 Loyal Regulars,0
12891,3,331.0,110.33333333333333,83.91861136442462,950,316.6666666666667,2,2011-02-20 11:28:00,2011-06-07 12:31:00,United Kingdom,107,35.666666666666664,1,186,3,331.0,🆕 New Customers,0
12893,1,188.14,5.533529411764706,6.547896207296888,96,2.823529411764706,27,2011-11-09 12:34:00,2011-11-09 12:34:00,United Kingdom,0,0.0,1,31,1,188.14,💼 Loyal Regulars,0
12895,2,372.8,16.945454545454545,3.0378528245373873,210,9.545454545454545,22,2011-09-14 08:35:00,2011-10-28 13:51:00,United Kingdom,44,22.0,1,42,2,372.8,💼 Loyal Regulars,0
12897,2,216.5,54.125,17.365363034884513,110,27.5,3,2011-02-11 11:40:00,2011-05-19 12:13:00,United Kingdom,97,48.5,1,205,2,216.5,🆕 New Customers,0
12901,28,17654.54,152.19431034482758,284.30916581968563,23075,198.92241379310346,30,2011-03-14 10:41:00,2011-12-01 10:07:00,United Kingdom,261,9.321428571428571,1,9,28,17654.54,🏆 VIP Champions,1
12902,1,138.68,13.868,4.766596269876441,66,6.6,10,2011-03-20 12:06:00,2011-03-20 12:06:00,United Kingdom,0,0.0,1,265,1,138.68,🆕 New Customers,0
12904,2,509.58,7.0775,7.408149442945524,302,4.194444444444445,59,2011-06-20 13:18:00,2011-11-21 14:34:00,United Kingdom,154,77.0,1,18,2,509.58,💼 Loyal Regulars,0
12906,5,2919.81,46.34619047619047,55.30811392461885,1749,27.761904761904763,55,2011-09-22 15:03:00,2011-11-28 09:55:00,United Kingdom,66,13.2,1,12,5,2919.81,💼 Loyal Regulars,1
12908,2,750.0,375.0,80.61017305526642,1200,600.0,1,2011-01-31 12:37:00,2011-06-16 15:39:00,United Kingdom,136,68.0,1,176,2,750.0,🆕 New Customers,0
12909,5,2178.67,23.941428571428574,34.821976508183845,1280,14.065934065934066,78,2011-03-31 12:51:00,2011-10-31 12:43:00,United Kingdom,213,42.6,1,40,5,2178.67,💼 Loyal Regulars,1
12910,8,3075.04,41.00053333333333,26.8024770886963,1692,22.56,48,2011-04-12 10:01:00,2011-11-16 14:28:00,United Kingdom,218,27.25,1,23,8,3075.04,🏆 VIP Champions,1
12912,5,1662.3,69.2625,33.47994769748136,670,27.916666666666668,17,2011-10-30 11:35:00,2011-12-07 08:55:00,United Kingdom,37,7.4,1,3,5,1662.3,💼 Loyal Regulars,1
12913,5,2483.63,49.6726,46.67830089811212,1419,28.38,37,2010-12-06 16:36:00,2011-12-05 12:11:00,United Kingdom,363,72.6,1,5,5,2483.63,💼 Loyal Regulars,1
12915,2,363.65,16.529545454545453,5.461284932768397,93,4.2272727272727275,19,2010-12-02 12:33:00,2011-07-14 11:34:00,United Kingdom,223,111.5,1,149,2,363.65,💼 Loyal Regulars,0
12916,4,3006.15,28.094859813084113,25.54756486436682,1119,10.457943925233645,53,2011-01-23 10:43:00,2011-07-24 10:35:00,United Kingdom,181,45.25,1,139,4,3006.15,💼 Loyal Regulars,1
12917,1,594.0,297.0,0.0,120,60.0,2,2011-08-03 16:42:00,2011-08-03 16:42:00,United Kingdom,0,0.0,1,128,1,594.0,💼 Loyal Regulars,0
12919,6,1335.19,26.7038,19.894144445652586,673,13.46,34,2011-06-23 09:22:00,2011-12-01 13:47:00,United Kingdom,161,26.833333333333332,1,8,6,1335.19,💼 Loyal Regulars,0
12920,1,164.23,5.8653571428571425,4.574013135532206,129,4.607142857142857,27,2011-11-22 15:05:00,2011-11-22 15:05:00,United Kingdom,0,0.0,1,17,1,164.23,💼 Loyal Regulars,0
12921,37,16587.09,23.037625,15.952469249561519,9526,13.230555555555556,233,2010-12-01 15:06:00,2011-11-30 16:22:00,United Kingdom,364,9.837837837837839,1,9,37,16587.09,🏆 VIP Champions,1
12922,1,405.38,14.477857142857143,5.352446555266491,370,13.214285714285714,28,2011-07-01 15:35:00,2011-07-01 15:35:00,United Kingdom,0,0.0,1,161,1,405.38,🆕 New Customers,0
12923,1,176.97,6.102413793103448,5.23700954414991,69,2.3793103448275863,28,2011-10-06 16:20:00,2011-10-06 16:20:00,United Kingdom,0,0.0,1,64,1,176.97,💼 Loyal Regulars,0
12924,4,933.7,31.123333333333335,34.26401372842373,481,16.033333333333335,22,2011-01-16 11:49:00,2011-09-12 13:55:00,United Kingdom,239,59.75,1,88,4,933.7,💼 Loyal Regulars,0
12925,2,694.05,15.423333333333332,6.168163864112678,541,12.022222222222222,42,2011-09-26 11:05:00,2011-12-05 11:11:00,United Kingdom,70,35.0,1,5,2,694.05,💼 Loyal Regulars,0
12928,5,2062.7000000000003,24.555952380952384,18.71997831832796,1472,17.523809523809526,59,2010-12-15 15:45:00,2011-11-04 14:24:00,United Kingdom,323,64.6,1,35,5,2062.7000000000003,💼 Loyal Regulars,1
12929,1,117.85,14.73125,3.065352170399257,37,4.625,8,2011-02-01 12:08:00,2011-02-01 12:08:00,United Kingdom,0,0.0,1,312,1,117.85,🆕 New Customers,0
12930,2,415.8,16.632,5.447373220186039,252,10.08,20,2011-06-21 13:25:00,2011-09-22 15:18:00,United Kingdom,93,46.5,1,78,2,415.8,💼 Loyal Regulars,0
12931,15,42055.96,512.8775609756098,577.2266468647891,28004,341.5121951219512,28,2010-12-17 09:45:00,2011-11-18 12:39:00,United Kingdom,336,22.4,1,22,15,42055.96,🏆 VIP Champions,1
12933,3,607.53,5.7314150943396225,6.427519174638178,499,4.7075471698113205,102,2011-03-01 11:30:00,2011-11-15 16:38:00,United Kingdom,259,86.33333333333333,1,24,3,607.53,💼 Loyal Regulars,0
12935,7,2160.7,16.749612403100773,6.150210413461067,1853,14.364341085271318,80,2011-01-24 13:58:00,2011-12-07 17:25:00,United Kingdom,317,45.285714285714285,1,2,7,2160.7,💼 Loyal Regulars,1
12936,4,1063.9,17.15967741935484,20.085317365297662,559,9.016129032258064,56,2011-09-22 13:51:00,2011-11-22 17:32:00,United Kingdom,61,15.25,1,17,4,1063.9,💼 Loyal Regulars,0
12937,4,1504.27,12.535583333333333,12.058335782426063,1007,8.391666666666667,81,2011-03-17 14:19:00,2011-11-24 15:05:00,United Kingdom,252,63.0,1,15,4,1504.27,💼 Loyal Regulars,0
12938,1,114.14,12.682222222222222,4.102614342641099,140,15.555555555555555,9,2011-11-14 11:21:00,2011-11-14 11:21:00,United Kingdom,0,0.0,1,26,1,114.14,💼 Loyal Regulars,0
12939,8,11581.8,246.42127659574467,172.7906293455731,4876,103.74468085106383,21,2011-01-09 11:20:00,2011-10-06 14:33:00,United Kingdom,270,33.75,1,64,8,11581.8,🏆 VIP Champions,1
